n,side,contrib
162,10.18153410739525,0.6398989924694616
163,10.186608862451228,0.636607362678343
164,10.185850827825607,0.632631445650705
165,10.172833299159867,0.6271911353484596
166,10.17768260178567,0.6240073683294621
167,10.178304371226826,0.620346586067875
168,10.180960688870277,0.6169759556447735
169,10.188353903815315,0.6142163033691643
170,10.178930076944074,0.609474220654804
171,10.185804194325591,0.6067286964043322
172,10.181594803145531,0.602702748461861
173,10.183499790489668,0.5994431675312318
174,10.188353903815315,0.5965664095941884
175,10.188353903815315,0.5931574586822216
176,10.182207398423575,0.5890758380938169
177,10.176498893445494,0.5850911284084597
178,10.178383236491634,0.5820195803870444
179,10.188353903815315,0.5799025434044066
180,10.09438576606056,0.5660923555224779
181,10.094041728189055,0.5629264000575794
182,10.100462264791894,0.5605458129806867
183,10.13095361898813,0.560853667923982
184,10.237912591675876,0.5696459469282361
185,10.193845757023368,0.5616999530701801
186,10.291642345493472,0.5694510869223353
187,10.35911280994808,0.5738567818675423
188,10.511772056816358,0.5877518711407724
189,10.516521123296531,0.5851704578663606
190,10.548962996645141,0.5856874752873076
191,10.493450926089523,0.5765053002002569
192,10.58439192562977,0.5834862106007118
193,10.53222656885831,0.5747554222682117
194,10.469640076517775,0.5650173367619955
195,10.631858857479386,0.5796739628992968
196,10.590631004327863,0.5722523728052582
197,10.778944189471314,0.5897748113692254
198,10.80151203168933,0.5892558695491381
199,10.8296997037138,0.5893587722242148
200,10.839835977400682,0.587510220084751
