n,side,contrib
1,0.8131769300238181,0.6612567195229615
2,0.9504604960630094,0.451687577288171
3,1.2439764886007119,0.5158258347304524
4,1.378769138744843,0.4752510844887991
5,1.5055388545990347,0.4533294485414746
6,1.6364589266683034,0.44633296977872927
7,1.8226589112826943,0.4745836438397452
8,1.9996957187462896,0.49984787094653
9,1.9928053786596212,0.44125258635719067
10,2.1823340697366858,0.47625819919334855
11,2.3194280894057684,0.48906787835677207
12,2.3685523076887716,0.46750333618815043
13,2.62029697913246,0.5281504814500535
14,2.600977277500416,0.4832201998623911
15,2.630784884159942,0.4614019404482959
16,2.769303362004538,0.47931506942560237
17,3.008271066848499,0.532334988919871
18,3.047212972486573,0.5158614944272476
19,3.0466144660043906,0.4885189318140641
20,3.269450466308698,0.5344653175823081
21,3.31869393722399,0.5244633070936795
22,3.3688128728562097,0.5158590987418958
23,3.5131628605815197,0.5366223167377968
24,3.4688295532983178,0.5013657695764919
25,3.9479162439772315,0.6234417067783716
26,3.920354017409583,0.5911221393007483
27,4.110489844370871,0.6257824726176322
28,4.135735432529865,0.6108681274243924
29,4.133621834391326,0.5892010161985072
30,4.114219565148746,0.5642267543417578
31,4.140229603464192,0.5529516506258472
32,4.113905939111383,0.5288819398704973
33,4.222902344765562,0.5403910367704995
34,4.9125843361523955,0.7098083782297021
35,4.944549375134429,0.6985305292326363
36,4.961487076118405,0.6837876112913878
37,4.9362049575939615,0.6585437671182487
38,4.935177329056294,0.6409467176113477
39,4.957824767822248,0.6302570879085058
40,4.96147206062668,0.615405125209479
41,4.924503999433448,0.591481454644781
42,4.958072290562633,0.5852971628201189
43,4.932948910587642,0.5659066268480885
44,10.167455348376995,2.3494806423009083
45,10.170033524277471,2.298435152998392
46,10.121421477968141,2.2270254942320604
47,10.137223704302396,2.1864532857674552
48,10.101059534636807,2.125654244214107
49,10.159549883393115,2.10645824149292
50,10.131025991955095,2.0527537529933944
51,10.147232846385524,2.0189477340934365
52,10.138148365806217,1.9765779285980627
53,10.145539012251845,1.9421124877193237
54,10.080041767404442,1.8816155931966307
55,10.15231437167612,1.8739906745698451
56,10.122210476277147,1.8296275879652646
57,10.17351094181984,1.8157951733917195
58,10.158207856184337,1.7791239111973307
59,10.151862727132256,1.7467850310260538
60,10.153446247848503,1.7182078451324807
61,10.152511686938954,1.6897294025152794
62,10.15951704116214,1.6647707501558695
63,10.153447684744595,1.6363888870927836
64,10.152932357058457,1.6106568038594469
65,10.15637206388594,1.5869522076935805
66,10.168835764805994,1.5667457698726894
67,10.154696107504144,1.5390724333695494
68,10.173453570174303,1.5220464344778275
69,10.136318936523178,1.489057414245194
70,10.144878962479188,1.470265273762183
71,10.137442286287168,1.4474329029268056
72,10.161919613460062,1.434230697644782
73,10.170245550308646,1.416902665117436
74,10.15764538333704,1.3942940504544363
75,10.174438593719046,1.380256009298128
76,10.162579324995193,1.3589212965371018
77,10.130243099404408,1.3327509773120862
78,10.154566003538545,1.3219898810284714
79,10.158046258280036,1.3061506808273042
80,10.174438593719046,1.2939900087169949
81,10.162460105317088,1.275007350520511
82,10.166978184020543,1.2605786023701178
83,10.146692905106203,1.2404262278377418
84,10.135553099515661,1.2229694837273992
85,10.152920212445157,1.2127269275326753
86,10.141637718951852,1.1959629723542664
87,10.15305344714794,1.1848792448349732
88,10.14106603814762,1.168650231705353
89,10.147914090736146,1.1570804538534967
90,10.160546751449397,1.1470745587598765
91,10.13681993413499,1.1291771250228189
92,10.151752235108672,1.12019645046776
93,10.13984095696446,1.1055524154035905
94,10.139048454917454,1.0936202507570638
95,10.152033210043161,1.08488187681915
96,10.162615067434096,1.0758202605087346
97,10.147486963637231,1.061561769867913
98,10.137392480284074,1.0486400642787763
99,10.162761127417738,1.0432496336661925
100,10.149852786207262,1.0301951158167932
101,10.16864902365722,1.0237764650131183
102,10.164106190810486,1.0128338691967846
103,10.160098653328106,1.0022097538384427
104,10.154815041566067,0.9915410435424659
105,10.136894638347082,0.9786345991328553
106,10.152061767932388,0.9723052654708912
107,10.165309460344341,0.9657337983604314
108,10.143679133656814,0.9527243182091172
109,10.149655748063529,0.9450964385706332
110,10.156272087196827,0.937726024628849
111,10.159409463366295,0.9298522580570867
112,10.167240698889966,0.9229712806175404
113,10.185547220199108,0.9181006387159804
114,10.165275940676977,0.9064283767553176
115,10.179823780825007,0.9011201061621769
116,10.180578564755917,0.8934843095962728
117,10.180119044876573,0.8857677245116129
118,10.156495276949826,0.8741897992432553
119,10.186472139814594,0.8719681903799908
120,10.17940280180746,0.863502011678713
121,10.179827987780591,0.8564371724033143
122,10.184540114915848,0.850203748789591
123,10.161584518231319,0.839494308302101
124,10.176092591260257,0.8351037131121121
125,10.18224519074094,0.8294249369949359
126,10.188353903815315,0.8238298037253078
127,10.188353903815315,0.817342954877077
128,10.17718026167885,0.8091796724898872
129,10.174061223616665,0.8024148975341103
130,10.188353903815315,0.7984811943799137
131,10.17727527344412,0.7906636029882221
132,10.177390555465866,0.7846915039279228
133,10.188353903815315,0.7804703403713442
134,10.164785795885859,0.771066196091365
135,10.1726744461975,0.7665430028764414
136,10.183893743303024,0.7625859689329888
137,10.17202078001674,0.7552555237160028
138,10.181757370974774,0.7512187185608633
139,10.160906132451128,0.7427626865646255
140,10.175460169681111,0.7395713547483339
141,10.188353903815315,0.736188335243892
142,10.1716258326771,0.7286054371829865
143,10.188051583851394,0.7258489166099084
144,10.181086932742424,0.7198231328615177
145,10.17997319300255,0.7147024428293139
146,10.188315612575755,0.7109710617907868
147,10.183075427944425,0.7054083344979969
148,10.178163727964325,0.6999663302246529
149,10.177843917230303,0.6952248778758516
150,10.183225369086077,0.6913205261173219
151,10.188023264375357,0.6873895234135993
152,10.178030254124401,0.6815282885123133
153,10.177875233058863,0.6770532304556406
154,10.18276419907351,0.6733031606099558
155,10.17974483909909,0.6685626128333197
156,10.188353903815315,0.6654009953165947
157,10.186158381480157,0.6608778507808818
158,10.182344592580687,0.6562034265952985
159,10.1876117642739,0.6527511538337859
160,10.182344592580687,0.6480008837628572
161,10.182160796683693,0.6439527856492068
